text,category,emotion
 Thalaivaaaaaaa....edhu edhu edhudha.....vayasanalum unga style ungala vittu pogala......,Positive ,love
 Still in top 50 trending after 5 days,Positive ,love
 U1 .  Thala fans yarellam  thala 60kum uvan music panna nalla irukumnu aasapaduringa ? Like me .,Positive ,love
 Summa Kili  Sk anna tharu maru mass moviekki verithanam,Mixed_feelings ,love
 Vera leval anna mass sk anna,Positive ,love
 Oruthar mele vishwasam....... Asinga peduthireenke.  First time Like pottirikken Thala trailerikk,Positive ,joy
 hit like petta for super hit,Positive ,joy
" Thalapathy, jeeva, siva karthikeyan super hero landing 🦸‍🦸‍🦸‍",Positive ,joy
 Billa 1 BGM feel,Mixed_feelings ,neutral
 ParAvala semma mokkayatha iruku irunthalum pappom yenna pannida poranga,Negative ,disgust
 Marana mass ah irukke...song um trailer um...saavadi,Positive ,love
 Last puch vj fans ka irukumo?,Positive ,love
 Pink movie Tamil remake ah ??,Positive ,joy
 Thala marana mass ...  AK AK AK AK AK AK AK AK AK AK,Positive ,love
 gun rotate style .... pppphhhaaaa vera level ji,Positive ,love
 Pangalingala inniki Sunday and leave day so adichi thookalamaa thagida thagida thagida thagida ‍‍‍‍‍‍‍‍‍‍‍‍‍,Positive ,disgust
 Nenu ee movie chusanu nice movie,not-Tamil ,neutral
 Ajith kumar mutta punda nadippin nayakan tha king,Negative ,disgust
 Ajith kumar i love you sir,Positive ,love
 Valimai Bgm ku yarru waiting,Positive ,joy
 I think Villadhi villain uh iruka poraru... Marana Mass... Thalaivaaa...,Positive ,love
 First dialogue se pta lag gya pink da remake hai,not-Tamil ,neutral
 yavanachum trailer paarthi yeppudi irukunu comment pandrangala.... like kaithi comment bigil.... pottudu irukanuga....,Negative ,joy
 Aug 10 ku 25+M vivews & 1.2M likes varumnu ethirpaakurean Enna readiya thala bloods,Positive ,joy
 Intha padam vetri pera vazhthukkal From Thalapathy fans,Positive ,love
 Trailer la mass ah dha iruku Ana BGM ketta dha engeyo Iman music la ketta Mari iruku...,Mixed_feelings ,love
 chiyan veriyan ivan pandiyan  street aruppukottai,Positive ,disgust
 Rajnikanth looks young like telugu hero nani,Positive ,joy
 ASURAN BGM FOR STATUS DEDICATED TO ALL DHANUSH FANS AND ASURAN MARNA WAITING,Positive ,love
 Mind la asuran theme mattum dhaan oditu irukku,Mixed_feelings ,neutral
 Yaar Yaar lam indha movie oda bluesattai review ku wait pandringa like podunga paklam,unknown_state ,joy
 BGM therikka uttanda sam cs uh,Mixed_feelings ,neutral
 Nall cartoon padam sankarte sarakku illaiyo,Negative ,sadness
 What did u say ?,Positive ,surprise
 Lokesh kanagaraj on  Karthi  Eagerly wi8ing 4r கைதி....,Positive ,joy
 Semma semma goose bumps no doubt mega hit thalaivar,Mixed_feelings ,love
 Interest ha trailer ha paathukunu irrukum bodhu eacha kala Madhri naduvula  ADD ha yean da  poduringa ......,Mixed_feelings ,neutral
 Neraya neraya neraya. Vera level mass thala,Positive ,love
 I m Waiting Thalaiva...... Pongalukku Theatre Porom.... Thomsam panrom... Ne Kalakku... Rajini Uncle....,Positive ,love
 Looks like chindamani kolakase movie theme,Mixed_feelings ,disgust
 goood last dialogue is very good,Positive ,joy
 Ithanda thalaivar petta  Ippadi patta aala poi ranjith naai kitta maativittangaley,Mixed_feelings ,love
 August 8-12 .am first day first show paka poravanga like panunga,Positive ,joy
 petta parak... Kola Kandula iruken. Thalaiva redefined,Positive ,love
" Mokka da samii, old dialogue, same story , like vellaikaran",Mixed_feelings ,disgust
 Yaru yaru download paniyum .. YouTube la yae pakuringa repeated ah,Positive ,love
 Average padamaa than erukum entha  pink ... Dub movies...,Negative ,anger
 Wow.... V r waiting..... Thala pola varummaaaa,Positive ,joy
 2019 Diwali treat  Bigil - like  Kaithi - cmt,Mixed_feelings ,joy
 Idha nambi thaan da theatre ku vanden.. Kadaisila naamatha potingaley da 🤦 🤦,Positive ,joy
 G. V. Prakash Kumar Musical     🥁,Positive ,joy
 Bangam da saami.... Vera level trailer baa..pakka mass ....bgm verithanam,Negative ,love
 Motherfuckers la dislike pandranga pola .,Negative ,joy
 Mass mass mass vera vera level,Positive ,love
 Niraiya niraiya ne niraiya vaati soltare,Positive ,love
 Maranam maasu maranam... Toughuu taranumm.... Athukku avanthan porandhu varanum....,Positive ,surprise
 Petta baraak  frame by frame sedhukki vachirukanga,Positive ,disgust
 All Karthi Anna Fans mass Diwali Nammaldhu dha otha Verithanamana sambavam iruku...,Mixed_feelings ,love
 marninng elunthu undan thala tharishanam thaan,Positive ,surprise
 Asuran second part veynum nu solranvnga like pannuga,Positive ,joy
 @0:40 songsuperb..kamallllla..  I'm waiting for dis song.. you,unknown_state ,joy
 Vayasukku thagundha kelvi ya kekka sollunga da,Mixed_feelings ,neutral
 Super sir revenge story ya sir but ok andha padipu dialogue SEMA Chidambaram,Positive ,disgust
 கெட்ட பையன் சார் இந்த காளி  dialogue vachurundha ultimate mass  and class aa irundhurukum,Positive ,love
 Oruthar mela viswasam katrathukkaka en aduthavangala asinga paduthuringa,Positive ,joy
 thalaivar pazhaya style gethu yella appadihey iruku,Positive ,love
 Vijay WON NO RECORD BROKEN BY 2.0 TRAILER,Negative ,anger
 Onnum Puriyala Theater la poi thunga tha seiyanum,Positive ,joy
 0:15 to 0:51 bgm stolen from Han Zimmer,Negative ,sadness
 eppavume namma thala thaan trending no 1,Positive ,surprise
 Intha padathil don alleyaaa..ith enna mayam,Positive ,joy
 I love Vikram movie s as kannadiga,Positive ,love
 Dailyum trailer ah thirumba thirumba paakuravanga like pannunga,Mixed_feelings ,joy
 Pink movie ... hit in bollywood...,Positive ,joy
 eii...pongal ku evanavathu visuvasam kusuvasam nu vantha appadiyae oodi poiru kola kaandula irukaen**tha screen kilinchurum,Negative ,fear
" Idhu thala , adha vittu shivakuda mokka movies la nadichutu",Positive ,disgust
" Sema Mass.. waiting, Sankar sir great",Positive ,love
 Hahaha... Shakthi Maan nu nenachu Maadi la irundhu kudhicha 90s kid Da Naanga.!!!?,Positive ,surprise
" Ore time la 2,3sotting powaru pola",Negative ,disgust
 Indian Brucelee  Vera Level  Paaaaaa,Mixed_feelings ,love
 Teaser mokka sonavangaa Ida parthu meralaporanga,Mixed_feelings ,disgust
 Yuvaaan fans.    z,Positive ,love
 Oru ponnukita poai kekra kelvia paaru,Positive ,surprise
 Otha..... bigil  ..hoooo.....hoooo🤣🤣🤣🤣kaithi team sema,Positive ,joy
 thalaiva semma mass trailere summa adirudula thaliva,Positive ,love
" Namma Kita Kaadu iruntha edthukuvanungo, Kaasu iruntha pudungikanuvo, Padipa Matum eduka mudiyathu, Best dialogue and story",Positive ,love
 Thalaivara vanga vanga  kola mass irukku... Mor(10.00) mani showkku kandippa unka tharasinam tha...,Positive ,love
 Padathula ethana per irunthaalum Thalaivar thaniya theriyuraru pa Mass marana mass trailer..........,Negative ,love
 Will movie   Hit : like   No : comment,unknown_state ,joy
" Trailer attamyai Vera Level,app padam atthukum melai..",Positive ,love
 Bgm visvasam bgm slow motion la ketta madhiri iruku.,Negative ,disgust
 Song umailaye nallarku lyrics Ku ethamari yuvan tune pannirkaru Ithu Oru emotional song.,Positive ,joy
 Dae ne la thirunthave maatiya padam nadikurana padam intha lachanathula evuru iron man voice panrara thu .,Negative ,fear
 pakathana porra pongaluku engaloda aatatha 10th JANUARY 2K19,Positive ,love
 Petta parrraakkk... mass 1990 rajini sir..,Positive ,love
 Nega vunmai yana thala fan aaa. iruntha 30 million views Ku kondu poga papom,Positive ,love
 Pink 2 looks like who thinks ????,Positive ,joy
 idhellam oru trailer ah? mayiru madhiri iruku...,Negative ,fear
 I'm a thalapathy fan but ending thala semmaiya irukaru bha,Positive ,love
 Vera level Of Kollywood proud Of you Shankar sir,Positive ,love
 Sir petta movie hindi main reles  hogi ?,not-Tamil ,neutral
 Podura podura like ah... Chiyaan back with bang... Wat a stylish making...,Positive ,disgust
 yeh nhi dekhi to kya dekha waiting eagerly,not-Tamil ,joy
 Tears thalaivaaaa. Un kavalan en adhil enaku enrume perumai. Petaaa thalaivar paraak,Negative ,love
" Na kuda mokkaya irukumnu nenachan, but nalla dhaan iruku ...  But Theatreku ponuma nu yosanayave iruku...",Positive ,disgust
 Super star is always a super star... Indha mathiri padangala dan paaka aasai padrom...,Positive ,joy
 Movie semmya eruka poguthu..i am thalapahy fan but i like thala ajith.,Positive ,love
 1:08 Yov Military nee engaya inga :0 :0,Positive ,love
 Thala yoda kusu va kudinga daa...avan vaithayalaya nakkunga daa chunni chappigala!,Negative ,disgust
" Coming soon .10 m .Super. Share kro .akki. And . rajnikant .sir fan,s. Please",not-Tamil ,love
 Thala Marana mass U1 music mass,Positive ,love
 Viewers of 31.12.2018 give a like here.,unknown_state ,joy
 Opening alam nalla than irukku finishing sarillaye pa!,Mixed_feelings ,joy
 Maranam mass maranam athuku avan taa poranthu varanum,unknown_state ,love
 Padatha takkunu release panni udunga pa... Wait panna mudila...,Negative ,anger
 Romba naal ku aprum oru nalla movie panraru thala,Positive ,joy
 Bigil padathuku sangu utha verila irukanda kaithi,Mixed_feelings ,neutral
 I'm Telugu VijaySethupathi AnnA Movie Pakka Blockbuster....,Positive ,surprise
 Trailer pudichirukko illayo siva kitta irunthu thala thappichathe pothum nu ninaikuravanga hit like here,Mixed_feelings ,disgust
 Ellam ok intha mugamoodi mathiri irukathunu ninaikiren,Positive ,joy
 Unkitta irukura padippu .. yaarum thiruda mudiyaadhu # purinjavan pistha,Positive ,surprise
 Marana waiting,Positive ,joy
 Thalaiva oru 10 varusam munadi patha mari iruka,Positive ,love
 Bgm konjam rich ah irukku set agutha,unknown_state ,neutral
 THIS IS REMAKED VERSION OF PINK,Positive ,surprise
 1:55 ipoyachum thirundhunga da Thala-Thalapathy fans,Positive ,love
 Thala nalae mass tan....ithu massoo massuuu,Positive ,love
 no 4k? dai sarkar ke4k inche da .im disappointed,Negative ,disgust
 Kola gaandla iruka kollama Vida maata rajinism,Positive ,surprise
 Our target is 500k likes for today,Positive ,joy
 Thala wil make us proud by nerkondapaarvai movie,Positive ,joy
 Its a Hindi pink movie remake...,Positive ,love
" Evergreen superstar ,thalaivar mass intha vayathilum,make up irunthalum set aka vendumallava,thalaivar unmayilaiye marana mass.",Positive ,love
 Ajeeth Vijay mass super star Marana mass 3,Mixed_feelings ,love
 Thala naa mass thala mattum dhaan mass yeh,Positive ,love
 Are u virgin ngrathu mass dialogue ahm...ennada unga akkaporukku alave illa...,Mixed_feelings ,love
 ONE DAY .....TO REACH OUR SUPER STAR ....ATTAM,unknown_state ,joy
 Watha verithanam karthi  Bigil kuppai enna aaga pogutho,Negative ,love
 70 Million dollar CGI  But still sucks,Positive ,love
 Dei..ennada graphics idhu..sakthiman maari pesran akshay kumar,Mixed_feelings ,anger
 last dialog sema mass Vera level nu soldravanga mattum oru like podunga,Positive ,love
 Serappu na tharamana sampavatha innimelathana pakkapora!.,Positive ,joy
 Vj naalu nalla movie kku naduvula oru commercial mokka padam pannuvaaru...athu than idhu,Mixed_feelings ,disgust
 sam cs ah music uh....semaya potrukappla,Positive ,joy
 Thala Verithanam Yuvan Music Pakka Mass.Padam Blockbuster Da,Mixed_feelings ,love
 Bigil : ivanum equalava maintain pannrana,Positive ,love
 Neraya Neraya Neraya like varanum  #thala rasiganda,Positive ,love
 Dislike pottavanga ellam semma gandu la irukanga pola 🤣 avanga hero ellam intha mathiri padam thara mudiyalaye nu...,Positive ,joy
 Intha trailer dislike pannavanga poi  chutti tv paarungada,Negative ,joy
 Bigil movie ku tough kudukka KAITHI moviyaala kandippa mudium..... Karthi,Mixed_feelings ,neutral
 Sweet super star rajinikanth  Masssssssss.thalavar masssssssss,Mixed_feelings ,love
 Wow!!! Vikram & Editor Praveen just awesome...,Positive ,joy
 Intha trailer ku poi dislike podringale sila peer neenga video va pakkamathane pottinga .....,Positive ,joy
 Chutti tv paatha maathire iruku,Positive ,joy
 naan thalapathi rasigan but super thala,Positive ,love
 Neraiya neraiya neraiya #thala #mass emotional,Positive ,love
 Yarla enthiran trailer ra pathutu  vanthingaloo avankalaam like podunga,Negative ,joy
 213k likes but just 3.9 unlikes only fr chiyaan,Positive ,disgust
 Kevalama irukkukaan kelatu rajini... Vijay is always mass da venniakalaaa,Mixed_feelings ,love
 Oruthar mela neenga viswasam kaata ye innoruthara asinga paduthuringa........purunchuruchu Thala🤩thala #NerKondaPaarvai marana waiting,Positive ,joy
 Views 56k ku kattuthu like 102 k ku kattuthu,Mixed_feelings ,joy
 10 times ku mela paathavanga mattum,Negative ,disgust
 Trailer ye sweet sapta feel ahtan irukku,Positive ,love
 Luv luv luv luv luv luv you chiyaan Vikram the best actor for a reason,Positive ,disgust
 Super adipoli ayam big fan thala super,Positive ,love
 Appidellam Nakkadhu Nadakkavum koodadhu His look  Mass Thala,Positive ,love
 Semma semma semma. its like hollywood  movie,Positive ,joy
 Vera level dialogues thala Vera level,Positive ,love
 Looks like it's a trend setting film from Rajini,Positive ,joy
 Paaaaahhhhhh This isn't not a Remake THALA nail it,Positive ,surprise
 Ajith sir in veru patta nadipu.vera leval,Positive ,love
" DRUVANACHATHIRAM Release aayo , arkenkilum ariyumoo??",Positive ,love
 Trailer ah paatha Angaali Pangaali elam oru like podunga,Mixed_feelings ,joy
 But still vfx not upto mark,Mixed_feelings ,neutral
 Petta!!    ....... Rocking.....  500k likes...  Agree???,Mixed_feelings ,joy
 Ajith Sir ha  konjam nattkal kalluchi parthale annantha kanneer varudhu,Positive ,disgust
 Hi thalaiva meeting u in semma movie,Positive ,love
 Thalapathy fans Thatraa like ah...,Positive ,love
 ada pavi petta trailer review kuda trending la irukhu ana trailer I'll a  idhu you tube oda Sadi,Mixed_feelings ,neutral
 Well said. Padipa matum namata irunthu eduthuka mudiyathu,Positive ,joy
 69 vayasula...yaaralayum ipdi oru style & Mass ah kaata mudiyathu....only one super star will create this magic🤩🤩🤩,Positive ,love
 Sir telugu lo kuda dubbing cheyande,unknown_state ,neutral
 Thalaivar sema Vera leval thalaiva.....,Positive ,love
 Sollamma solluven kollama kolluven oorukullen yenpearu kanthaswamy🤘🤘🤘🤘🤘🤘,Positive ,love
 Why dont you make movie relies in hindi.........,Positive ,joy
 0:55 SETHU ANNA MASSSSS HIT LIKES,Positive ,love
 Indha Mari ponungluku laan indha Mari dhan nadakum  Apadi laan nadakadhu  nadaka kudadhu,Mixed_feelings ,neutral
 Marana mass thalaiva  love you,Positive ,love
 Intha maari pakathula nadikarratha vittuttu kaala kabali nu thalaiva waste pannitingale,Mixed_feelings ,love
 Love you Thalaiva,Positive ,love
 Yuvan bgmleh  thalaiya pakka mothe innu vera level ke pothu paa Thalapathy fan,Positive ,love
 Haters: Kila avlo Peru irukkanga eppudra mela vanthe? VJS::Athe kila irukkrava kitte keluda  Masss reply,unknown_state ,love
" Chiyaan Vera level maassssss ,like a Hollywood actor",Positive ,love
 Wotha Ena visuals  apo 64 inum veri aa Irukum,Mixed_feelings ,neutral
 Ommaley enna massu ya intha manusan intha vayasula petta paraak vintage thalaivar is back,Positive ,love
 Ellam avan seyal padam remake madhiri theriyudhu...,Negative ,anger
 I am not a rajini fan but this is OMG  Pettaparaaaakkk,Positive ,love
 2.0 Padam vetri pera vallthukal by thala fan,Mixed_feelings ,love
 thalaivar semma mass da vera evan da,Positive ,love
 Ppaaa yenna style. Thalaivar yeppavum mass intha time marana mass. KS bro tq.....,Mixed_feelings ,love
" mask podathala kandu pidika mudiyala,.",Negative ,anger
 Viswasam Trailer Pathutu Vanthavanga Like Podunga!!...,unknown_state ,joy
 Ommala verha level last dialogue,Negative ,love
 Omg vikram sir look so hot,Positive ,surprise
 Commercial kuppai igil Ku thriller story Kaithi eh paakalam,Negative ,fear
 Thala Vera level performance I love thalaaaaaaaaaaa,Positive ,love
 petta parakkkkk ...... its going to be thalaivar mass .....,Positive ,love
 Semma trailer  yavanukkavadu pondati kolandha kutti sentiment gintiment irundha appadiye oodi poyidu  Msg to someone???? 🤔🤔🤔🤔,Positive ,surprise
 Thala look sema mass Vera level,Positive ,love
 2:14 mission impossible scene suttutingale da...,Negative ,sadness
 Super star vazhgga - by a die hard Kamal fan 2.0 fdfs fans hit like,Positive ,love
 Me VIJAY fan but trailer vera leval,Positive ,love
 Naa thalapathy fan..but THALA maadhiri yaarukkum nalla manusu varaadhu,Positive ,love
 Enakum Dhanush pudikum.. Views kammi... But likes adhigam.. How is it possible?? 🤷‍,Positive ,joy
 LOVE you Dhanush anna semma masssss,Positive ,love
 Un mansuku unna yarum asaikka mudiyathu thala,Positive ,joy
 super adithu ketpathai vida padithu ketpathe siranthathu,Positive ,joy
 1:56 dialogue...vera level...adha vera endha actor um nenachu kuda paaka mudiyadhu...just thalaivar things🤟🥁,Positive ,love
 100K likes in 28 Minutes,Positive ,joy
 Vera level music Vera level getup,Positive ,love
 Naamaku thevayanatha namma than adichi yaduthukanum,Positive ,disgust
 Pacha kuthirukarla rajni atha paathu bayanthu poranga la athu faster rock film copy,Mixed_feelings ,neutral
 Yammadiyovv... Siripana sambavam pakka porom..,Positive ,surprise
 super Thalaivaaaa your styles appadiye irukku,Positive ,love
 Vikram attitude + BGM match made in heaven.  Love from karmataka,Positive ,love
 NKP trailer parthuttu PINK trailer parthavanga like pannunga,Positive ,joy
 Senior hero movieku venum..but title la sk name dhan first varumam ... #Thalapathy ku mattum dhaan andha manasu Varum.. #Jilla,Positive ,love
 Padam part 2 vandha nalla irukume............,Positive ,joy
 Mass da...  nama thalaa...,Positive ,love
 Bigil ku yevlo wait panramo athe alavuku kaithiku waiting,Positive ,joy
 semmaaaa... massss... mesmerisssinnnnggggg... thala nailed it..,Positive ,love
 12K unlikes ? Aanda parambarai parithabangal hehe,Negative ,joy
 Nan 75 views ah cross panniten....anyone else like me....,Positive ,joy
 Dai sarkar la 40 million views vanthuruchu..inga 11milliyan than,Positive ,joy
" Thalaiva lastea oru step potinga paarunga anga nikkiringa,",Mixed_feelings ,love
 last dialogue for all actors fans,Positive ,love
 Hit oh flip oh Siva Annan kaga film papom.,Positive ,love
 Pandey thayoli yaar munnala voice raice pandra sanga aruthuruvom .....thala mattum thaan pesuvaaru,Negative ,sadness
 Semma thalaiva. Ellarum pls marakkama trailer ah like panni link share pannunga,Positive ,love
 Thala Solla Vaarthaiye Illa Vera Level....,Positive ,love
 Oruthar kita unmaiyaa irukka inoruthara uthasana paduthiringaa semaa dialogue,Mixed_feelings ,joy
 Dai intha pandya ennada pannitruka athuvum thalaiku equals,Positive ,joy
 Petta a new favourite Rajini film after Sivaji,Positive ,love
 Anyone here even in 2019 july,Negative ,fear
 From murattu kalai to kaliii....parakkkkkk.....veritanam overloaded,Negative ,anger
 Ithukku peru nerkonda paarvaiya dei dei kollatheengada pink copy nu vaingada crt ah irukkum 🤣🤣🤣,Positive ,anger
 699 k  likes reached aairuku,Positive ,joy
 thalaiva Parak Petta parak Pongal parak SuperStar parak rajinism parak,Positive ,love
 antha KadaiSii waarTTha ungaloda Vishwasattha KaaTTa MaTThavangala Ean asinga padutthriNga...,Positive ,joy
 Don't kill so many times just  #Fasak,unknown_state ,neutral
 Yow YUVAN therikka vittaru ba.. !!!,Mixed_feelings ,neutral
" Ipoo dhan da thala,thala maari irukaaru",Positive ,love
 Pongaluku petta than petta matum than,Positive ,surprise
 congrats vetri maaran & dhanush.....,Positive ,surprise
 Bgm marana maassssss nammakitta kaadu iruntha eaduthukkuvanunga ............ padippu iruntha,Positive ,joy
 Pink padam trailer Kooda parkama Nkp ku Marana waiting pannavanga comment pannunga thala bloods,Positive ,joy
 Katthi theme potu vachii irukka 🤣🤣,Negative ,disgust
 Padam parthathukku aprom trailer parkuravanga oru like podunga,Positive ,joy
 Why virkam movies not releasing in hindi?,Positive ,love
 Ellam ok vera lvl dhaan....akshay kumar voice dhaan pa....cartoon type villain voice...otherwise....trailer is international.,Mixed_feelings ,neutral
 Avulo scene lam illa romba paravalaya iruku,Positive ,joy
 Dislike potavan lam ready ya irunga next nadakum pothu,Positive ,joy
 Enna da over buildup ah iruku,Negative ,sadness
 Andha loose Abhirami irruka paaka vandhavanga Like podunga..,Mixed_feelings ,joy
 Therikka Vidrom  Verithanam Thalaivaaa 🤩🤩 VFX Vera Vera level,Negative ,love
 Never ......EVER....GIVE..up indha yaaru bike LA irrukkoo oru like poodunga,Positive ,joy
 Super ... sema bgm by anirudh,Positive ,joy
 .......... Thalaiva. Un adika Alle illa. Gethu,Positive ,love
 Idhu tha SIRAPUANA THARAMANA SAMBAVAm,Positive ,love
 Ippa vangada Bahubali boys.thalaivan Sankar kalathula erangittanda,Positive ,love
" vada Chennai la irrunthu, etho oru village poi irrukku Kathai Kalam",Mixed_feelings ,anger
 Waiting 11m views and 800k likes,Positive ,joy
 Kuch samaj nhi aaya tamil me lekin thik laga trailer. His last movie?,not-Tamil ,neutral
 Hit Like if u are waiting for #kaappaan.,Positive ,joy
 pls don't come to politics  petta- best entertainer,Mixed_feelings ,neutral
 You kena tunggu lama lagi untuk tahu saya.. final dialogue !! in Malay :O,not-Tamil ,neutral
 289K left for 1M likes,Positive ,joy
 10 times ku mela pathavanga like ah podunga,Positive ,joy
 Ye to mere ko pink se bhi better lag rhi h Better dialogue Masala,Positive ,love
 Any die hrt vikram fans hit like,Negative ,love
 Nadiyoke shakthi illa ivnella hero ankond tirgtira nimge taste illa illandre kannu illa,Negative ,sadness
 Vaasu yaar adhu aiyo namma mind shruthi hassan pakkam podhe,Positive ,surprise
 0:53 thala ooda looka copy adichutan  daa,Positive ,joy
 Thala court scene marana mass dialogue delivery super duper hit,Positive ,love
 1st day show yarallam book panniga,unknown_state ,neutral
 This pongal is not only pongal It's marana mass pongal,Positive ,love
" Thaliva Nee Veralevel Becoz ,eppadi neriya neriya neriya .Natha dialogue veralevel",Positive ,love
 இது Rajni style.....   Youth Rajni....  நன்றி,Positive ,joy
 makkal selvan Kaaga like pottavangalaam like pannunga 🤘,Positive ,joy
 Nallaarukkuppaa.   Olli meesa = Like  Meesa with thaadi = comment,Negative ,joy
 Indha maadhiri niraya padangal edhir paakurom,Mixed_feelings ,neutral
 True Thala fans like here,Positive ,love
 Trailer  time melle patha angali pangaligala like podunge,Positive ,joy
" 53 vayasula mass kaatraru , simbu baadu paathu kathuko da!!",Positive ,love
 Rajni Vijay sethupathi nawaz  Petta,Positive ,surprise
 Neriya neriya neriya .. paa vera level,Positive ,love
 Last line's for some bad fans...,Positive ,love
 Petta still not get one million likes But viswasam go ahead of one million likes,Mixed_feelings ,joy
" Iam Thalapathy fan, padam nalla irukum thonuthu",Positive ,love
 Super Vikram Sir.... Surya Annaaaaaaa fans like here...,Positive ,love
 Love you my Fav Hero #Thalada🤘,Positive ,love
 Maranaaaaa mmmmmaaaaaaaassssss thalewa I love you,Positive ,love
 Super 2.0 is like  Hollywood movie,Positive ,joy
 kadavulay epadiyadhu indha padam hit agiranum,Positive ,surprise
 Mere channel ki videos dekho plz,Negative ,disgust
 Epdi naraya.. Naraya.. Naraya..naraya..naraya..naraya..this is ajith kumar roar..,Positive ,love
 Like here Thala veriyans only,Positive ,joy
 Love Rajini but trailer innum konjam strong ah irkanum,Mixed_feelings ,love
 Silirkavachutinga thalaiva  Vera level thalaiva.... great job Sankar sir ...,Positive ,love
 Thala pola varuma  Thala eppavume mass Vera level,Positive ,love
 ellam avan seyal  movie mari erukumoo...,Positive ,love
 Dub it in telugu too .....,Positive ,surprise
 Innoru mokka masala paadama . Yenda ??? Sethupathi mathiri Oru padam edupan partha Rekka mathiri edukuranuga,Mixed_feelings ,disgust
 24-07-2019 - 11:38 pm anybody here?,Mixed_feelings ,neutral
 massukke peruma  da  rajini  enna  pannalum,Positive ,love
 Sariyaanaaa trailer... Best of sk,Positive ,surprise
 Dai enada oru announcement iladha vitinga,Positive ,surprise
 Enada views ah vida likes adigama irku..kalaipuli ne nadathu,Positive ,joy
 Ioooo iooo iooo ennanu solrathu thala nenga vera leval...,Positive ,joy
 Ada paavigala Hindi PINK movie ah apdiye copy cat ah? Why did you do like this ?,Mixed_feelings ,joy
 Thalaivaaaaaaaa.. pakka mass. Invincible style samrat,Positive ,love
 2.18 Viswasam result nu nenaikiren,Mixed_feelings ,neutral
 sambhavam ? sir etha mean pannurenga,unknown_state ,neutral
 vijay sethupathikaga trailer pathavangala like potu ponga,unknown_state ,joy
 என்ன ஒரு நடிப்பு....  he s always best in his way,Positive ,love
 Bigil record panniruchuna mudikithe poogenum aprm enna pudungerathuku inge vanthu comment poduringe...anil kunju aalaparaigal..,Negative ,disgust
 Sk anna fans like podunga,Positive ,love
 Sethupathi Vijay fanz... Hit like,Positive ,love
 awesome trailer Hollywood movie maathiri irukku,Positive ,surprise
 Suyama Sindhikka therinjavan dhaan super hero,Positive ,joy
 Thala yoda last dialog sema mass Vera level nu soldravanga oru like podunga,Positive ,love
 What a trailer Rajinikanth Sir is again back,Positive ,surprise
 Kole gaand la irukke mavne kollame vidamaate,unknown_state ,neutral
 Mass thala yuvan bgm eppavum mass,Positive ,love
" pink remake.,...ana amitab bachan alavuku la mass a nadikave midiyathu!!@!!",Positive ,love
 super thalva  super star Rajni,Positive ,joy
 romba varusathukku apram oru mass entertainer,Positive ,love
 Trending no 6 after 3 days in Karnataka,unknown_state ,neutral
 Sirapana Tharamana Sambavangala inimey than paaka porom,Positive ,joy
" Sathiyama intha padam Blue sattai Maran'ku puriya poarathillai, confirm kaari thuppiduvaaru Mr.Makku manguni !",Positive ,joy
 Enna ya intha la oru sentiment scene onnu kuda illa  pappom.....,Positive ,surprise
 Finally i asking you  What did you Say  ?,Positive ,love
 Massnaaa semma massrajini sir superbbb paaaaa,Positive ,love
 Thala neenge vere leveldamn waiting for Nerkonda paarvai.....from DieHardThalaFan,Positive ,love
 BGM sounds like Arjun Reddy Bgm.! ?,Positive ,joy
 Looks like power rangers spd emergency,Negative ,joy
 nalla kalam kabali kala mathiri illa move ethu super star move,Positive ,joy
 pangaaligala intha vegam paththaathu innum vegama likes ah therika vidunka,Positive ,joy
 Napoleon sir fans  undo last scene  Naren🤩,Positive ,love
 Thala Ajith oda acting skills ah paathu satisfied aanavanga like podunga. Class act Thala !!!!,Mixed_feelings ,joy
 Kerala Vikram fans like butten Adichu pottikku,Positive ,love
 Antha alauku illa.... padam varatum tamil rackers la pathutu soluren....,Negative ,anger
 Chindamani kola case remake anne en thonnunu,Negative ,disgust
 Ajith sir kilavan ninaikkavanga like pannunga,Negative ,joy
 Super chiyan sir your vere leval,Negative ,disgust
 oruthar mela neenga viswasam kaaturathukaga innoruthara yen asinga paduthuringa whatta dialogue deliver thala masssss,Positive ,love
" Karthi subraj was ozm,  bcze THALAVAR ah avlo ELAMAI ah kaatirukaru",Positive ,surprise
 Thalya thavira verayaarum tamilla intha charter pannave mudiyathunu ninaikkiravanga or u like pannunga,Positive ,joy
 Trailer ivalavu mokkaiya irukku....kandippa Padam hit movie,Positive ,disgust
 Lagta hai full movie hi dikha diya... Good bt not so good,Positive ,joy
" Kaithiye ippadi irukuna,thalapathy 64 eppadi irukuna.VERITHANAMA IRUKUM",unknown_state ,love
 Semma Semma i love you thala,Positive ,love
 #1 Trending in Singapore #9 Australia.,unknown_state ,neutral
 Intha movie copyrights vangithaa remake pandraga atha theriyatha sila lusu pasaga pink movie copy pandragala..... .......Atlee ya poi kelugada,Negative ,sadness
 Thala kerala Katta fans like here,Positive ,love
 EPO dhan 1m reach panradhu quick,Positive ,joy
 Pakka masss thalaiva Romantic scene ellam vera levela irukum pola,Positive ,love
 Nice,Positive ,surprise
 Mirchi shiva nu nenachuten da first,unknown_state ,disgust
 Pakkuratha irundal podradi first day first show pakkanam,Positive ,surprise
 Talaa ajith sir wt a style,Positive ,surprise
